ID,place1_description,place1_town,place1_country,travel_time_1_min,modes_1_and_or,place_1_purpose,place2_description,place2_town,place2_country,travel_time_2_min,modes_2_and_or,place_2_purpose,place3_description,place3_town,place3_country,travel_time_3_min,modes_3_and_or,place_3_purpose,place4_description,place4_town,place4_country,travel_time_4_min,modes_4_and_or,place_4_purpose,place5_description,place5_town,place5_country,travel_time_5_min,modes_5_and_or,place_5_purpose,cleaned,all_modes,home_lon_centroids_ssecteur_7,home_lat_centroids_ssecteur_7,home_NPA,home_town,ssecteur_7,ssecteur_7_area,population_ssecteur7_2021,ssecteur_3,secteur
149720,,Genève,Suisse,10,MD+TIM,At work/school,,Genève,Suisse,10,TIM,Shops,,Genève,Suisse,10,MD,Sport,,London,UK,120,TP,Other,Genève,Genève,Suisse,10,TP,Public space,1,MD+TP+TIM,6.105982035463830,46.182589205985500,1213,Onex,3100050,435812.2638,1079.0,50,0
117899,Plainpalais,Genève,Suisse,55,TP,At work/school,,Genève,Suisse,70,TP,Public space,Plainpalais,Genève,Suisse,65,TP,Public space,Centre Balexert,Genève,Suisse,70,TP,Shops,,Genève,Suisse,80,,Other,1,,5.9929191936508,46.150424034494400,1285,Athenaz (Avusy),400010,531410.3929,510.0,10,0
118359,Rive,Genève,Suisse,7,MD+TIM,At work/school,Centre ville,Genève,Suisse,10,TP,Individual transport,centre ville,Annemasse,France,20,TIM,Shops,centre ville,Genève,Suisse,10,TP,Public space,Champel-Bastion,Genève,Suisse,10,TP,Public space,1,MD+TIM,6.149192784265850,46.19303031435100,1205,Genève,2111020,186844.3737,891.0,20,11
136007,Nations,Genève,Suisse,2,TP,At work/school,,Genève,Suisse,20,TIM,Public space,,Genève,Suisse,20,TIM,Shops,Petit Saconnex,Genève,Suisse,5,TIM,Sport,Petit Saconnex,Genève,Suisse,5,TP,Public space,1,TIM,6.133139491228750,46.221265358684000,1202,Genève,2134050,290887.6611,3935.0,50,34
105576,Eaux-vives,Genève,Suisse,50,TP,At work/school,,Genève,Suisse,30,TP,Sport,,Genève,Suisse,20,TIM,At relatives,,Genève,Suisse,20,TP,At relatives,,Genève,Suisse,0,TP,Collective transport,1,TP+TIM,6.089334750417630,46.21729073515360,1214,Vernier,4300190,338094.71515,3339.0,190,0
114247,,Renens,Suisse,50,TP,At work/school,,Lausanne,Suisse,50,TP,At relatives,Grottes,Genève,Suisse,20,TP,Public space,Parc des Cropettes,Genève,Suisse,20,TP,Public space,Evolene,Genève,Suisse,90,TP,Other home,1,TP,6.138263608728460,46.21107971838010,1201,Genève,2103030,122715.41795,3231.0,30,3
120554,Châtelaine,Genève,Suisse,12,MD,At work/school,Pas d'endroit précis,Genève,Suisse,12,MD,Shops,,Genève,Suisse,12,MD,Sport,,Genève,Suisse,5,MD,At relatives,,,,200,TIM,At relatives,1,MD+TIM,6.1357898968359000,46.1997860263405,1205,Genève,2113071,90073.49275,2163.0,71,13
114237, ,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,1,TP,6.139264652077340,46.21812027945240,1202,Genève,2133040,117006.47175,1354.0,40,33
112817,,Genève,Suisse,45,TP,At work/school,,Vaud,Suisse,2,MD+TIM,Public space,,Valais,Suisse,120,TIM,Other home,,Vaud,Suisse,5,MD+TP,Collective transport,,Genève,Suisse,10,TIM,Shops,1,MD+TP+TIM,6.15035036344392,46.210040038956800,1201,Genève,2104031,111846.58975,1729.0,31,4
136592,,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,,,, ,TP,99,1,TP,6.141936070207420,46.20582477665340,1201,Genève,2102042,77754.659,665.0,42,2
105219,,Genève,Suisse,0,TIM,At work/school,,Genève,Suisse,15,TIM,At relatives,,Genève,Suisse,10,TIM,Shops,,Genève,Suisse,15,TIM,Public services,Genève-Vaud-France,Genève,Suisse,5,TIM,Individual transport,1,TIM,6.19839727173434,46.20491793516970,1224,Chêne-Bougeries,1200080,263259.79,1865.0,80,0
148453,,Plan-les-Ouates,Suisse,30,TP,At work/school,Grand-Saconnex,Genève,Suisse,30,TIM,At relatives,Migros,Onex,Suisse,10,MD+TP+TIM,Shops,Onex,Genève,Suisse,30,TIM,Public space,Onex,Genève,Suisse,10,TP,Collective transport,1,MD+TP+TIM,6.10096124253055,46.19084999556990,1213,Onex,3100030,580556.02305,7478.0,30,0
109058,,Carouge,Suisse,30,TP,At work/school,Centre de Genève,Genève,Suisse,15,TIM,Other home,,Genève,Suisse,20,TIM,Public space,Eaux-Vives,Genève,Suisse,5,TP,Shops,Champel,Genève,Suisse,10,TP,Public services,1,MD+TP+TIM,6.154016686809980,46.19511338636540,1206,Genève,2111030,120191.80015,3597.0,30,11
109973,,Genève,Suisse,15,MD+TP+TIM,At work/school,Versoix centre,Genève,Suisse,15,,Sport,9999,Genève,Suisse,15,TP,Other home,9999,Genève,Suisse,15,,Public services,9999,Genève,Suisse,15,TIM,At work/school,1,,6.162614702966150,46.28492223272830,1290,Versoix,4400120,274304.59185,3277.0,120,0
136693,,chenes bougeries,Suisse,15,TIM,At relatives,centre ville,Genève,Suisse,20,TIM,Public space,,Genève,Suisse,20,TIM,Shops,Voiture,,,0,TIM,Individual transport,genève,Genève,Suisse,20,TIM,Other home,1,TIM,6.152118451127950,46.19814662764360,1207,Genève,2101040,155293.01065,673.0,40,1
118383,Route des Carres,Meinier,Suisse,30,MD+TP+TIM,Public space,Chantepoulet,Carouge,Suisse,45,TIM,At relatives,,Lausanne,Suisse,90,TIM,Other home,Rue Centrale,Anières,Suisse,30,MD+TIM,Shops,Rue de la Corraterie,Carouge,Suisse,45,TIM,Public space,1,MD+TP+TIM,6.2378982136004300,46.283806745205000,1247,Anières,200020,347425.02265,135.0,20,0
140664,Aeroport,Genève,Suisse,25,TIM,At work/school,la praille,Genève,Suisse,20,MD+TP+TIM,Shops,Aéroport,Genève,Suisse,20,TIM,Public space,Grand Lancy,Genève,Suisse,0,,Individual transport,Centre ville,Genève,Suisse,30,TIM,At relatives,0,,6.113933393729500,46.17765215742640,1212,Grand-Lancy,2800090,278172.93825,1266.0,90,0
137493,Charmilles,Genève,Suisse,20,,Other home,Petit saconnex,Genève,Suisse,10,TP,Public services,Balexert,Genève,Suisse,10,TP,Shops,Route de malagnou,Genève,Suisse,1,TP,At work/school,Bel air,Genève,Suisse,30,TP,At work/school,0,,6.126899849823520,46.22114195994960,1209,Genève,2134090,184064.65855,2588.0,90,34
142660,,Aire-la-Ville,Suisse,20,TIM,At work/school,France voisine,Genève,Suisse,15,TIM,At relatives,Quartier,Genève,Suisse,5,TIM,Shops,"Parc, rues de Genève...",Genève,Suisse,45,TP,Public space,Quartier,Genève,Suisse,10,TIM,Public services,0,TIM,6.12131674609686,46.22776852697260,1218,Le Grand-Saconnex,2300042,179640.3107,3714.0,42,0
104712, ,,, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.075717799861300,46.213702399055900,1214,Vernier,4300170,495503.29895,1728.0,170,0
131319,,Carouge,Suisse,25,MD+TP,At work/school,Florissant,Genève,Suisse,5,TP,Shops,Florissant,Genève,Suisse,0,MD+TP,Public space,Rive,Genève,Suisse,15,MD+TP,Public space,Champel,Genève,Suisse,10,MD+TP,At relatives,0,MD+TP,6.163691086144550,46.19449019659000,1206,Genève,2122090,98884.95195,1651.0,90,22
108919,Gradelle 17,Cologny,Suisse,8,TP,At work/school,Coq-d'Inde,Genève,Suisse,2,TP,Collective transport,Migros Chêne Bougerie,Genève,Suisse,12,TP,Shops,Chemin de la Gradelle,Genève,Suisse,8,TP,At relatives,Centre Sportif de Cologny,Genève,Suisse,8,TP,Sport,0,TP,6.187299244989850,46.20892605923030,1223,Cologny,1700050,778583.3129,1962.0,50,0
108457,Genève,Genève,Suisse,20,TIM,Public space,Paris,Genève,Suisse,210,TP+TIM,Public space,Manor Vésenaz,Genève,Suisse,10,TIM,Shops,ma voiture,Genève,Suisse,1,TIM,Individual transport,canton de Vaus,Genève,Suisse,120,TIM,Other home,0,TP+TIM,6.177971137981250,46.21180199484000,1223,Cologny,1700020,549272.838,77.0,20,0
113394,Quartier des Acacias,Genève,Suisse,20,TP,At work/school,Canton du Valais (à Sion),Genève,Suisse,120,TP+TIM,At relatives,Grand-Saconnex,Genève,Suisse,20,MD+TP+TIM,At relatives,Eaux-Vives,Genève,Suisse,35,MD+TP+TIM,At relatives,Carouge-Plainpalais,Genève,Suisse,15,MD+TP+TIM,Public space,0,MD+TP+TIM,6.142186040071350,46.19084787828050,1205,Genève,2112032,101968.3677,2914.0,32,12
126565,20 Avenue Appia,Genève,Suisse,30,TP,At work/school,"Poste, 7 rue des Servette,	UBS, rue des Servette,	HUG,	4 rue de Champel,	Hopital la Tour,	1 rue de Mole",Genève,Suisse,10,TP,Public services,"Coop Nations,	Coop Servette,	Migros Charmilles	Denner Lancy	Migros Onex	Migros Nyon",Genève,Suisse,30,TP,Shops,"Parc du Termbley,	Jardin Botanique	Versoix Observatory",Genève,Suisse,10,TP,Public space,24A rue Lamartine,Genève,Suisse,15,TP,At relatives,0,TP,6.127386259278390,46.21579171827030,1202,Genève,2134070,134599.0109,2829.0,70,34
114199,Plainpalais,Genève,Suisse,10,TP,At work/school,"Plainpalais, Grand-Lancy (Praille), Balexert.",Genève,Suisse,5,TIM,Shops,"Plainpalais - Jonction, Vieille-Ville, Petit-Saconnex, Versoix.",Genève,Suisse,2,MD+TP+TIM,Public space,"Parc des Bastions, Vieille ville, bord du lac, rues basses.",Genève,Suisse,5,TP,Public space,"Tout dépend de leur lieu de domicile... Chêne-Bougeries, Chêne-Bourg, Versoix, Saint-Jean, France voisine.",Genève,Suisse,20,TIM,At relatives,0,MD+TP+TIM,6.139024588365110,46.195427990194600,1205,Genève,2113050,111146.07705,2587.0,50,13
112244,Rue Schaub 29,Genève,Suisse,0,,At relatives,Rue de Meyrin 23,Genève,Suisse,5,TP,Other home,Rue de la Mairie 37,Genève,Suisse,20,TP,At work/school,Rue de la Marie	,Genève,Suisse,15,TP,Public space,Centre commercial de Balexert,Genève,Suisse,10,TP,Public space,0,,6.133114288640450,46.21364135770170,1202,Genève,2133010,144225.17395,5052.0,10,33
107687,Route de Chancy,Collonge-Bellerive,Suisse,40,MD+TP,At work/school,"Plainpalais, centre-ville",Genève,Suisse,10,TP,Public space,"Collonge-Bellerive, centre-ville",Genève,Suisse,10,TP,Shops,"Collonge-Bellerive, bords du lac, parcs publics",Genève,Suisse,15,TP,Public space,Centre-ville,Genève,Suisse,20,MD+TP,Sport,0,MD+TP,6.198759115230890,46.24706765297650,1245,Collonge-Bellerive,1600080,936803.20675,1426.0,80,0
136792,,Thônex,Suisse,35,MD+TP,At work/school,quartier de la gare de Genève et Varambé,Genève,Suisse,15,TP,Public space,Gare Cornavin,Genève,Suisse,15,TP,Collective transport,Chêne-Bourg et Nangy-FR,Genève,Suisse,25,MD+TP,At relatives,Grand-Saconnex,Genève,Suisse,20,TP+TIM,At relatives,0,MD+TP+TIM,6.138263608728460,46.21107971838010,1201,Genève,2103030,122715.41795,3231.0,30,3
116743,eaux vives,Genève,Suisse,10,TP,Sport,centre ville,Genève,Suisse,10,MD,At work/school,Champel,Genève,Suisse,20,TIM,At relatives,France voisine,Genève,Suisse,20,TIM,At relatives,A l étranger,Genève,Suisse,90,TP,Other home,0,MD+TP+TIM,6.150843357379720,46.203646444394800,1204,Genève,2101022,106566.75175,524.0,22,1
111908,Bouchet,Genève,Suisse,30,TP,At work/school,Pays de Gex (France),Genève,Suisse,45,TIM,At relatives,"Plainpalais, Genève",Genève,Suisse,10,TP,Shops,"Plainpalais, Genève",Genève,Suisse,20,TP,Public space,"Plainpalais, Genève",Genève,Suisse,20,TP,Public space,0,MD+TP+TIM,6.166954821441870,46.171433082797400,1234,Vessy,4500071,721890.1383,1944.0,71,0
141038,,quartier Chene Bourg,Suisse,20,TIM,At work/school,Petit-Lancy,Genève,Suisse,20,TIM,Individual transport,Petit-Lancy,Genève,Suisse,5,TP,Shops,Petit-Lancy,Genève,Suisse,5,TP,Public services,Valais,Genève,Suisse,75,TIM,Other home,0,TIM,6.114669787344360,46.19169075445700,1213,Petit-Lancy,2800120,231696.70285,1421.0,120,0
124461,Place Neuve,Genève,Suisse,15,TP,Public space,Centre ville,Genève,Suisse,5,TP,Shops,Eaux-Vivey,Genève,Suisse,5,TP,Public services,Champel,Genève,Suisse,10,TP,Sport,Eaux-Vives,Genève,Suisse,5,TP,At relatives,0,TP,6.161477176016700,46.202635805470400,1207,Genève,2121090,89813.81425,3053.0,90,21
138285, ,,, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.109834344608910,46.19028849350240,1213,Petit-Lancy,2800110,238059.2267,3457.0,110,0
101131,,1233,Suisse,3,TP,Public space,1233,Genève,Suisse,5,TP,Shops,1217,Genève,Suisse,20,TIM,At work/school,1217,Genève,Suisse,20,TIM,At relatives,1233,Genève,Suisse,5,TP,Public services,0,TIM,6.075091961449730,46.177439950869500,1233,Bernex,700061,244076.6303,2440.0,61,0
109112,,Genève,Suisse,10,TIM,At relatives,Genève,Genève,Suisse,10,TIM,At relatives,Genève,Genève,Suisse,1,TP,Public space,Geneve,Genève,Suisse,4,,At work/school,Genève,Genève,Suisse,15,,At work/school,0,,6.0947540500722800,46.20438336500330,1219,Le Lignon,4300120,460809.78515,5728.0,120,0
107945,Quartier Acacias,Genève,Suisse,30,TIM,At work/school,"Vésenaz, Genève centre ou Acacias",Genève,Suisse,10,TP,Public space,"Commune Collonge , ville Geneve , campagne genevoise rive gauche ...",Genève,Suisse,15,TP,Public space,"Vésenaz, vile Genève,",Genève,Suisse,5,TP,Shops,Canton de vaud,Genève,Suisse,75,TIM,At relatives,0,MD+TP+TIM,6.201741938885430,46.237024074984400,1222,Vésenaz,1600072,488043.8674,2004.0,72,0
127718,Parc mon repos,Genève,Suisse,15,TP,Public space,Carouge,Genève,Suisse,10,TIM,Sport,Cornavin,Genève,Suisse,10,TP,Collective transport,Servette,Genève,Suisse,15,TP,Public services,Delices,Genève,Suisse,5,TIM,Individual transport,0,TIM,6.133782716512050,46.207252724239200,1201,Genève,2103010,150862.05375,4638.0,10,3
125394,,,,30,TP,Other home,9999,Genève,Suisse,20,TP,At work/school, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,9999,Genève,Suisse,30,TP,At relatives,0,TP,6.127429467649540,46.20705004381650,1203,Genève,2135070,141607.0948,4379.0,70,35
119545,Quai du Général Guisan,Genève,Suisse,5,TP,At work/school,Parc de la Grange (Genève),Genève,Suisse,15,TP,Public space,Manor (Cornavin)	Chez Philippe (rue du Rhône)	Le Thermomètre (petite rue du Molard)	Hungky (Cornavin)	...	(Genève),Genève,Suisse,10,TP,Public space,"Coop (Fusterie), Manor (Cornavin), Migros (Fusterie), H&M (rue du marché), C&A (rue du marché), Morgan (rue du marché) Fnac (rue du marché), Payot (rue du marché)	Super U (France- Haute Savoie)",Genève,Suisse,10,MD+TP+TIM,Shops,"Poste Mont-Blanc, pédiatre (Cologny), gynécologue (rue de Lausanne) médecin de famille (rue de Cornavin) UBS (rue de la Confédération)",Genève,Suisse,15,TP,Public services,0,MD+TP+TIM,6.141936070207420,46.20582477665340,1201,Genève,2102042,77754.659,665.0,42,2
148230,,Meyrin,Suisse,5,TIM,At relatives,Balexert,Genève,Suisse,10,TIM,Public space,Forum Meyrin,Genève,Suisse,5,TIM,Shops,Balexert,Genève,Suisse,10,TIM,Public space,"Mon taxi, dans tout Genève",Genève,Suisse,1,TIM,At work/school,0,TIM,6.069419055674920,46.22611604280700,1217,Meyrin,3000110,440626.8662,3665.0,110,0
104840,Genève-Rive,Genève,Suisse,5,TP,At work/school,Eaux-vives,Genève,Suisse,5,TP,Sport,Canton de Genève,Genève,Suisse,15,TIM,Public space,Genève,Genève,Suisse,10,TIM,At relatives,Vernier,Genève,Suisse,25,TIM,At relatives,0,TIM,6.075717799861300,46.213702399055900,1214,Vernier,4300170,495503.29895,1728.0,170,0
119100,,Saint-Julien,Suisse,10,TIM,Shops,Perly,Genève,Suisse,0,TIM,Individual transport,Perly	Bernex	Confignon	Bardonnex,Genève,Suisse,0,TP,Public space,Chêne-Bourg	Pâquis	Eaux-Vives,Genève,Suisse,20,TIM,At relatives,Pâquis	Eaux-Vives	Cartigny,Genève,Suisse,20,TIM,Public space,0,TIM,6.079482726208230,46.156539979501100,1258,Perly,3200010,278563.93655,729.0,10,0
126893,rue de résidence,1202,Suisse,2,TP,At work/school,autre canton,Genève,Suisse,120,TP,At relatives,à proximité,Genève,Suisse,3,,Individual transport,à 10 minutes,Genève,Suisse,10,TP,Shops,à 2 heures,Genève,Suisse,120,TIM,Other home,0,,6.133139491228750,46.221265358684000,1202,Genève,2134050,290887.6611,3935.0,50,34
132738,,Champel,Suisse,20,TP,At work/school,Charmilles,Genève,Suisse,5,TP,Shops,Centre Ville,Genève,Suisse,15,TIM,Public space,Charmilles,Genève,Suisse,5,TP,Public space,Geneve,Genève,Suisse,15,TIM,At relatives,0,MD+TP+TIM,6.133782716512050,46.207252724239200,1203,Genève,2103010,150862.05375,4638.0,10,3
123104,Rue de Montbrillant 86,Genève,Suisse,5,TP,At work/school,Autour de lac leman,Genève,Suisse,10,MD,Public space,Dans la même quartier chez mois.,Genève,Suisse,5,TP,Sport,"Balexert, les magasins dans mon quartier",Genève,Suisse,5,TIM,Shops,Les restaurants dans mons quartier,Genève,Suisse,15,MD+TP+TIM,Public space,0,MD+TP+TIM,6.142571846513640,46.219153044987600,1202,Genève,2132040,106910.5942,1745.0,40,32
146014,chemin des Colombettes,Meyrin,Suisse,25,TIM,At work/school,Meyrin Commercial Center,Genève,Suisse,7,TP,Shops,Meyrin and Rue Moillebeau,Genève,Suisse,10,TP,Public services,Meyrin,Genève,Suisse,10,TP,At relatives,Meyrin,Genève,Suisse,10,TP,Public space,0,MD+TP+TIM,6.077642152570640,46.229937273710200,1217,Meyrin,3000160,371858.82325,6166.0,160,0
121590,Aéroport,Genève,Suisse,20,TP,At work/school,Lausanne,Genève,Suisse,60,MD+TP+TIM,At relatives,Servette,Genève,Suisse,15,TP,At relatives,"Meyrin, versoix carouge, Plainpalais",Genève,Suisse,20,TP,At relatives,"Rive, paquis, Plainpalais",Genève,Suisse,15,MD+TP+TIM,Public space,0,MD+TP+TIM,6.145334085178890,46.21148946401630,1201,Genève,2104011,60577.26585,2032.0,11,4
123829,Nations,Genève,Suisse,15,TP,At work/school,"Centre ville, Grottes, Meyrin, Thônex",Genève,Suisse,10,TP,At relatives,"Centre vile, Pâquis, Vermont ou Plan-les-ouates",Genève,Suisse,20,TP,At relatives,Centre ville Genève,Genève,Suisse,5,TP,Collective transport,"Centre ville, Pâquis, Eaux-vives, Plainpalais",Genève,Suisse,15,TP,Public space,0,TP,6.146449597198490,46.213454680203300,1202,Genève,2104012,43499.08055,1638.0,12,4
105549,Balexert,Genève,Suisse,10,TIM,Shops,"Rue de Montbrillant 54-56, 1202",Genève,Suisse,15,MD+TIM,At work/school,"Chemin de l'Ecu 23, 1219 Châtelaine",Genève,Suisse,15,TIM,Individual transport,"Petit Lancy,",Genève,Suisse,15,MD+TIM,Public services,Vernier 1214,Genève,Suisse,15,TIM,Public space,0,MD+TIM,6.107441980236730,46.20891684650110,1219,Châtelaine,4300092,203246.2303,2721.0,92,0
144017,"4, route des Morrillons",1211,Suisse,20,MD+TIM,At work/school,Parc de Palexpo au Grand Saconnex-GE et Lac Leman-GE,Genève,Suisse,5,TP,Public space,Le Grand-Saconnex,Genève,Suisse,2,TIM,Individual transport,Au travail (BIT),Genève,Suisse,20,MD,Sport,"Av. Blanc, Genève	Rue Varembe, Genève	Carouge",Genève,Suisse,30,TIM,At relatives,0,MD+TIM,6.12131674609686,46.22776852697260,1218,Le Grand-Saconnex,2300042,179640.3107,3714.0,42,0
138004,Boulevard des Promenades,Carouge,Suisse,20,TP,At work/school,Stade de Genève,Genève,Suisse,2,TP,Collective transport,Centre commercial La Praille,Genève,Suisse,10,TP,Shops,Carouge,Genève,Suisse,5,TP,Public services,Confignon,Genève,Suisse,7,TIM,At relatives,0,TP+TIM,6.113933393729500,46.17765215742640,1212,Grand-Lancy,2800090,278172.93825,1266.0,90,0
108799, ,,, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.089334750417630,46.21729073515360,1214,Vernier,4300190,338094.71515,3339.0,190,0
148242,Chemin de la Crétaux 33,1196 Gland,Suisse,10,TIM,At work/school,1180 Rolle,Genève,Suisse,5,TP,At relatives,Rolle 1180,Genève,Suisse,5,TP,Public space,Lausanne,Genève,Suisse,30,TIM,At relatives,Rolle 1180,Genève,Suisse,5,TP,Sport,0,TIM,6.078232994805480,46.23677979830580,1217,Meyrin,3000140,285540.15865,5273.0,140,0
137529,Grand-Saconnex,Genève,Suisse,30,TP,At work/school,Bibliotèque de la Cité. Thêatre Forum de Meyrin. Cinémas indépendants à Genève. MAH. MAMCO.,Genève,Suisse,15,TP,Public space,Activfitness Lancy Pont-Rouge,Genève,Suisse,20,TP,Sport,Petit-Saconnex. Chemin Rieu.,Genève,Suisse,20,TP,At relatives,"Chez Philippe, centre ville.  Jules-Edouard, Grottes.",Genève,Suisse,15,TP,Public space,0,TP,6.154016686809980,46.19511338636540,1206,Genève,2111030,120191.80015,3597.0,30,11
105690, ,Chêne-Bougeries,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.19839727173434,46.20491793516970,1224,Chêne-Bougeries,1200080,263259.79,1865.0,80,0
100883,Acacias,Genève,Suisse,30,MD+TP,At work/school,Genève-Sud,Genève,Suisse,15,MD,Public space,Riviera vaudoise,Genève,Suisse,70,TP+TIM,At relatives,Praille,Genève,Suisse,10,MD+TIM,Shops,Suisse / Haute-Savoie,Genève,Suisse,5,TIM,Individual transport,0,MD+TP+TIM,6.136716001009590,46.166581692755000,1228,Plan-les-Ouates,3300060,271116.43095,1011.0,60,0
115899,Eaux-vives,Genève,Suisse,20,MD+TP,At work/school,"Versoix, Bellevue, la Cote, Genève center ville",Genève,Suisse,15,MD+TIM,Public space,"Versoix, Genève centre, coppet",Genève,Suisse,5,TIM,Shops,Bernex,Genève,Suisse,15,TIM,At relatives,Genthod,Genève,Suisse,5,MD,Public space,0,MD+TP+TIM,6.147408590070940,46.26482984358,1294,Genthod,2200010,812889.481,1653.0,10,0
120767,8 Rue de la Confederation,Genève,Suisse,12,TP,At work/school,Parc des Eaux vives,Genève,Suisse,10,TP,Public space,"Ecole de Migros, Geneve",Genève,Suisse,35,TP,At work/school,"La Concha Doce - Rue de Zurich, Geneve 1201	Cafe des Arts - Rue des Paquis, Geneve, 1201",Genève,Suisse,3,TP,Public space,"Place de Navigation, Rue des Paquis, Geneve, 1201",Genève,Suisse,7,TP,Collective transport,0,TP,6.15035036344392,46.210040038956800,1201,Genève,2104031,111846.58975,1729.0,31,4
116105,Eaux-Vives,Genève,Suisse,25,TIM,At work/school,Praille,Genève,Suisse,10,TIM,Shops,Perly,Genève,Suisse,1,TP+TIM,Individual transport,Genève,Genève,Suisse,30,TP+TIM,Public space,Genève,Genève,Suisse,30,TP+TIM,At relatives,0,MD+TP+TIM,6.092585878242070,46.155978094317200,1258,Perly,3200030,482214.9953,2367.0,30,0
114113,Route des Jeunes,Perly,Suisse,10,MD+TIM,At work/school,La praille,Genève,Suisse,10,TIM,Shops,Poste de grand lancy,Genève,Suisse,5,MD+TIM,Public services,Perly,Genève,Suisse,1,TIM,Individual transport,Genève,Genève,Suisse,10,TIM,Other,0,MD+TIM,6.092585878242070,46.155978094317200,1258,Perly,3200030,482214.9953,2367.0,30,0
116158,Bachet,La Plaine,Suisse,25,TP+TIM,At work/school,Petit-Lancy,Genève,Suisse,30,MD+TP+TIM,At relatives,Meyrin,Genève,Suisse,20,TP+TIM,At relatives,Eaux-Vives,Genève,Suisse,35,MD+TP+TIM,Public space,Vernier,Genève,Suisse,15,TP+TIM,Shops,0,MD+TP+TIM,6.0014949649386100,46.17756254087160,1283,La Plaine,2000070,434082.2871,1114.0,70,0
133644,Charmilles,Genève,Suisse,5,MD,Public services,vernier,Genève,Suisse,15,MD,At relatives,"Lac, Le Rhone",Genève,Suisse,10,MD,Public space,Varambe,Genève,Suisse,10,MD,Sport,Geneve,Genève,Suisse,5,MD+TIM,Shops,0,MD+TIM,6.1240295499150400,46.20427441542990,1203,Genève,2136022,210315.7462,4165.0,22,36
107215, ,,, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.107441980236730,46.20891684650110,1219,Châtelaine,4300092,203246.2303,2721.0,92,0
106994,Rue des bains,Chêne-Bourg,Suisse,30,TP,At work/school,Rue bel air,Genève,Suisse,6,TIM,Shops,Rue bel air,Genève,Suisse,6,TIM,Public space,Place favre chêne bourg,Genève,Suisse,7,,Collective transport,Rue de lausanne,Genève,Suisse,5,,At work/school,0,,6.198449349812470,46.198900212476300,1225,Chêne-Bourg,1300040,372230.7032,1604.0,40,0
102461,,Plan-les-ouates,Suisse,25,TIM,At work/school,Cluses en France,Genève,Suisse,30,TIM,At relatives,Thônex et centre ville,Genève,Suisse,5,TP,Public space,Geneve et Thônex,Genève,Suisse,15,TIM,Public space,Geneve,Genève,Suisse,15,TP+TIM,Public space,0,MD+TP+TIM,6.201819451704360,46.19106980845380,1226,Thônex,4000060,214004.13175,2805.0,60,0
110646,,Versoix,Suisse,25,TP,At work/school,Genève La côte,Genève,Suisse,30,TP,Public space,Genève Lausanne,Genève,Suisse,30,TIM,Public space,Genève,Genève,Suisse,30,TIM,Public space,Genève,Genève,Suisse,30,TIM,At relatives,0,TIM,6.163535231439490,46.29118004432740,1290,Versoix,4400050,309925.67705,3633.0,50,0
130185,centre commercial Planete Charmilles,Genève,Suisse,20,TP,At work/school,1 )  même centre 	2) centre commercial de balexert 	3) lidl rue de lausanne	4)  coop place des charmilles 1203 geneve 	5) coop servette 1203 geneve 	6) france voisine,Genève,Suisse,30,TP,Shops,-centre ville  ( vielle ville )	-jardin botanique	-parc beau lieu  ( rue grand pré ) 	- parc tremblay rue pestalozzi	-Au bord du lac	- parc des eaux vive,Genève,Suisse,45,TP,Public space,bus 	tram,Genève,Suisse,15,TP,Collective transport,presque toujours commune de geneve,Genève,Suisse,20,TP,Public space,0,TP,6.139264652077340,46.21812027945240,1202,Genève,2133040,117006.47175,1354.0,40,33
118268,Plainpalais,Genève,Suisse,10,MD+TP,At relatives,Eaux-vives,Genève,Suisse,10,TP,Public space,Eaux-Vives,Genève,Suisse,15,TP,Sport,Champel,Genève,Suisse,20,TP,At work/school,Centre ville,Genève,Suisse,20,TP,Public space,0,MD+TP,6.1357898968359000,46.1997860263405,1205,Genève,2113071,90073.49275,2163.0,71,13
100200, ,Onex,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99, ,Genève,Suisse, ,TP,99,0,TP,6.10096124253055,46.19084999556990,1213,Onex,3100030,580556.02305,7478.0,30,0
